0.794927	-0.069442	-1.000000
-0.814916	0.528428	-1.000000
-0.521063	0.498848	-1.000000
-0.148646	-0.210354	1.000000
-0.703888	-0.045261	-1.000000
-0.095945	-0.169269	1.000000
0.088762	-0.306810	1.000000
0.090487	-0.064741	1.000000
0.972038	0.078801	-1.000000
-0.884908	0.108134	-1.000000
0.235068	-0.324248	1.000000
-0.028569	0.002158	1.000000
0.745703	-0.373835	-1.000000
-0.384048	-0.737713	-1.000000
-0.027057	-0.002019	1.000000
-0.233709	-0.134214	1.000000
0.354412	-0.340558	1.000000
-0.084203	-0.245904	1.000000
-0.415368	0.036491	1.000000
-0.110697	-0.600378	-1.000000
0.623911	-0.529067	-1.000000
0.341294	0.098865	1.000000
0.429324	-0.452187	-1.000000
0.194202	-0.138006	1.000000
-0.084053	-0.199578	1.000000
0.091892	-0.098755	1.000000
0.074103	-0.068972	1.000000
-0.399051	-0.074640	1.000000
-0.343342	0.025095	1.000000
0.130912	0.254654	1.000000
0.290256	0.438367	-1.000000
0.153457	-0.807440	-1.000000
0.043434	0.556707	-1.000000
0.450243	-0.792839	-1.000000
0.190012	0.449491	1.000000
0.233059	0.826759	-1.000000
0.501466	0.552494	-1.000000
0.928852	-0.298251	-1.000000
0.460871	-0.563983	-1.000000
0.148828	-0.039636	1.000000
0.093264	0.344076	1.000000
-0.155960	0.649904	-1.000000
-0.226541	0.203365	1.000000
0.243548	0.029877	1.000000
0.173017	0.686943	-1.000000
-0.037622	-0.134337	1.000000
0.014488	-0.006920	1.000000
0.571127	0.578876	-1.000000
-0.795825	0.345397	-1.000000
0.071405	0.011873	1.000000
0.256877	-0.138897	1.000000
0.134161	-0.020248	1.000000
0.257256	0.069864	1.000000
0.235311	-0.022742	1.000000
-0.367749	-0.315772	1.000000
0.112968	-0.484972	1.000000
0.101930	0.165165	1.000000
-0.330826	0.034526	1.000000
-0.351192	0.292511	1.000000
-0.346208	0.542239	-1.000000
-0.408557	0.138171	1.000000
0.086013	-0.135677	1.000000
-0.112924	-0.194933	1.000000
-0.277602	-0.029766	1.000000
0.226965	0.042986	1.000000
-0.878534	0.170309	-1.000000
0.014401	0.090292	1.000000
0.272801	-0.040900	1.000000
0.177756	0.316331	1.000000
0.085005	-0.419232	1.000000
-0.598470	0.074521	-1.000000
0.421094	0.619038	-1.000000
0.549060	0.073236	-1.000000
-0.093611	0.000590	1.000000
-0.289809	-0.944938	-1.000000
-0.502266	0.298844	-1.000000
-0.309474	-0.246401	1.000000
0.472764	-0.142867	1.000000
-0.755234	-0.504524	-1.000000
0.153607	0.462015	1.000000
0.387372	0.833074	-1.000000
-0.032552	0.019750	1.000000
-0.067966	-0.039466	1.000000
-0.111098	-0.844772	-1.000000
-0.050513	-0.106225	1.000000
0.273767	-0.494294	-1.000000
-0.442954	-0.461829	-1.000000
0.175236	-0.030398	1.000000
-0.089811	-0.591445	-1.000000
-0.303648	-0.503471	-1.000000
0.348155	-0.083478	1.000000
0.315774	-0.135319	1.000000
0.673219	0.249110	-1.000000
-0.265454	0.661118	-1.000000
0.158769	0.175387	1.000000
-0.202692	-0.244946	1.000000
0.123215	-0.138224	1.000000
-0.001689	0.244072	1.000000
-0.004234	0.241161	1.000000
-0.385919	-0.092854	1.000000
